id,name,slug,url,description,emails,email,phone,address,contacts_raw,categories,socials,website,instagram,facebook,twitter,linkedin
26f7f4c5-7f9a-4c92-974f-73851530fcf3,Bridges International,bridges,https://msu.campuslabs.com/engage/organization/bridges,"We are an organization for international and American students. By joining us, you can find friends from the US and around the world and find help adjusting to life in America and East Lansing. We describe ourselves as a Social network, Service, and a Spiritual resource. We have events throughout the semester. Once a week, we will meet for dinner and/or hangout. During the event you can make new friends, have meaningful discussion, and play fun games. Hope you can join us! Contact Information Address United States Contact Email E: Jheitz@msu.edu",Jheitz@msu.edu,Jheitz@msu.edu,,,,,"{""instagram"": ""https://www.instagram.com/bridgesatstate/"", ""facebook"": ""https://www.facebook.com/bridgesatstate/"", ""twitter"": null, ""linkedin"": null, ""website"": ""http://www.msubridges.com""}",http://www.msubridges.com,https://www.instagram.com/bridgesatstate/,https://www.facebook.com/bridgesatstate/,,
6f34e3f9-d14b-458a-9bf9-9df94744dd48,BridginGaps,bridgingaps,https://msu.campuslabs.com/engage/organization/bridgingaps,Contact Information Address Contact Email E: Almatro3@msu.edu Phone Number P: 7346868922,Almatro3@msu.edu,Almatro3@msu.edu,7346868922,,,,"{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://msu.campuslabs.com/engage/organization/bridgingaps/contact""}",https://msu.campuslabs.com/engage/organization/bridgingaps/contact,,,,
b324e6ab-d000-49fa-bc77-6d4f1ee78325,Bright Futures,brightfutures,https://msu.campuslabs.com/engage/organization/brightfutures,"The Bright Futures Program is focused on bringing free tutoring to local K-12 students who would not be able to afford it or would not have access to it otherwise. This includes but is not limited to: Students who are currently on the Free Lunches program, Students currently in juvenile correction facilities, and Students who are currently emancipated or homeless. We value leadership, mentorship, and overall reliability in our determination to help those that may have the greatest need for it. Contact Information Address 846 Service Rd East Lansing, MI 48824 United States Contact Email E: info@nucleustutoring.com Phone Number P: 616-755-6298",info@nucleustutoring.com,info@nucleustutoring.com,616-755-6298,,,,"{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://www.nucleustutoring.com/brightfutures""}",https://www.nucleustutoring.com/brightfutures,,,,
9e448f4f-0164-45e1-93e2-918894f04a0e,Bright Smiles Club,brightsmilesclub,https://msu.campuslabs.com/engage/organization/brightsmilesclub,"The purpose of this organization shall be to create a positive, uplifting, and supportive studying group for pre-dental students who are taking the DAT or looking to further improve their education in a healthy environment. Our vision is to guide each other through interview processes, DAT testing, and dental internships. By bringing in resources such as books, research, and doctors aiding us in our future educational journeys we gain insights from other experiences and the close knit community of dentistry. Our core values as a club are integrity, passion, kindness, respect, collaboration, and growth as a whole as pre-health students. Hoping to accomplish pre-dental students to become more enlightened and a supportive new group Contact Information Address 918 East Grand River East Lansing, MI 48825 United States Contact Email E: ande2441@msu.edu Phone Number P: 6168433439",ande2441@msu.edu,ande2441@msu.edu,6168433439,,,,"{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://msu.campuslabs.com/engage/organization/brightsmilesclub/contact""}",https://msu.campuslabs.com/engage/organization/brightsmilesclub/contact,,,,
efc1983a-7845-4cd6-bd5d-830110190210,Broad Analytics Association,broadanalyticsassociation,https://msu.campuslabs.com/engage/organization/broadanalyticsassociation,Contact Information Address Contact Email E: rso.baa@msu.edu,rso.baa@msu.edu,rso.baa@msu.edu,,,,,"{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://msu.campuslabs.com/engage/organization/broadanalyticsassociation/contact""}",https://msu.campuslabs.com/engage/organization/broadanalyticsassociation/contact,,,,
f4077038-31b2-4fd5-b72f-06ea2b014908,Eli and Edythe Broad Art Museum,broadartmuseum,https://msu.campuslabs.com/engage/organization/broadartmuseum,"The MSU Broad Art Museum connects people with art through experiences that inspire curiosity and inquiry. With a focus on the art of our time—in dialogue with the historical—the museum encourages engagement with timely issues of local relevance and global significance. Through a program that features local, national, and international artists, a permanent collection of over 10,000 works, and dynamic public programming, the MSU Broad Art Museum advances the values of quality, inclusion, and connectivity that are paramount to Michigan State University. Designed by Pritzker Prize-winning architect Zaha Hadid, the museum features a striking facade of pleated stainless steel and glass, signaling the museum and the university’s dynamic vision. More than 70 percent of the 46,000-square-foot facility is dedicated to exhibition space. The museum is named for Eli and Edythe Broad, longtime supporters of Michigan State University, who provided the lead gift for the museum. Admission is always free. Contact Information Address 547 E Circle Dr East Lansing, MI 48824 Contact Email E: eebam@msu.edu Phone Number P: 517-884-4800",eebam@msu.edu,eebam@msu.edu,517-884-4800,,,,"{""instagram"": ""https://www.instagram.com/msubroad/"", ""facebook"": ""http://www.facebook.com/msubroad"", ""twitter"": ""https://twitter.com/msubroad"", ""linkedin"": ""https://www.linkedin.com/company/msubroad"", ""website"": ""http://broadmuseum.msu.edu""}",http://broadmuseum.msu.edu,https://www.instagram.com/msubroad/,http://www.facebook.com/msubroad,https://twitter.com/msubroad,https://www.linkedin.com/company/msubroad
2611175a-38ad-48ad-bbeb-270b9422658c,Broad Leadership Association,broadleadershipassociation,https://msu.campuslabs.com/engage/organization/broadleadershipassociation,"Broad Leadership Association (BLA) is a student-run club focused on building the business leaders of tomorrow. BLA offers leadership workshops, networking opportunities with a diverse group of guest speakers, and academic support. BLA also offers two different programs for first and second year students. With BLA's mentorship program, members will be paired with mentors who are in the Broad College of Business. Mentors will provide help with the Broad College of Business application, resume and LinkedIn help, networking tips/tricks, and anything else that aids their mentee. BLA also offers leadership opportunities for freshmen and sophomores with their Ambassador Program. For those in the Ambassador Program, they will gain leadership skills through aiding the executive board with planning and organizing events, contacting companies, and networking the club. With everything BLA has to offer, members will be able to gain leadership and business skills that will set them apart from their peers. Contact Information Address Contact Email E: broadleadershipmsu@gmail.com",broadleadershipmsu@gmail.com,broadleadershipmsu@gmail.com,,,,,"{""instagram"": ""https://www.instagram.com/broadleadership/"", ""facebook"": null, ""twitter"": null, ""linkedin"": ""https://www.linkedin.com/in/broad-leadership-association/"", ""website"": ""https://msu.campuslabs.com/engage/organization/broadleadershipassociation/contact""}",https://msu.campuslabs.com/engage/organization/broadleadershipassociation/contact,https://www.instagram.com/broadleadership/,,,https://www.linkedin.com/in/broad-leadership-association/
24febf26-b81a-4f0d-bb2e-eb566e48bb13,Broad Student Senate,broadstudentsenate,https://msu.campuslabs.com/engage/organization/broadstudentsenate,"We, Broad Student Senate of the Eli Broad College of Business, serve as the liaisons between business students and faculty. We strive to unify and empower students through representing their voices and rights, facilitating events and initiatives, and acting with integrity in all cases. Contact Information Address 103 Eppley Center East Lansing, MI 48824 Contact Email E: broadsenatesecretary@gmail.com",broadsenatesecretary@gmail.com,broadsenatesecretary@gmail.com,,,,,"{""instagram"": ""https://www.instagram.com/broadstudentsenate/"", ""facebook"": null, ""twitter"": null, ""linkedin"": ""https://www.linkedin.com/company/broad-student-senate/"", ""website"": ""https://www.broadstudentsenate.com/""}",https://www.broadstudentsenate.com/,https://www.instagram.com/broadstudentsenate/,,,https://www.linkedin.com/company/broad-student-senate/
7f11d3a1-93c0-4855-ae6c-837365c853e2,Bangladesh Students' Association,bsa,https://msu.campuslabs.com/engage/organization/bsa,BSA strives to bring the beautiful culture of Bangladesh to the Spartan community while creating a home away from home for the Bangladeshi students. We have about 100 active members and an executive committee composed of 6 RSOs and an advisor. We hold general meetings 2-3 times a year. We also have arranged Bangladesh Night for the last 3 years which was a big success. Our organization gives an idea about a Bangladeshi culture to the diverse community living at MSU. Contact Information Address Contact Email E: rso.bsa@msu.edu,rso.bsa@msu.edu,rso.bsa@msu.edu,,,,,"{""instagram"": null, ""facebook"": ""https://www.facebook.com/BSAatMSU/"", ""twitter"": null, ""linkedin"": null, ""website"": ""http://www.msubsa.org""}",http://www.msubsa.org,,https://www.facebook.com/BSAatMSU/,,
4be13615-1a41-44e5-bcbe-269154e2f62b,Business Strategy Club,bscmsu,https://msu.campuslabs.com/engage/organization/bscmsu,"At BSC, we focus on teaching members how various businesses work by learning about the strategy and business model they use to succeed. Contact Information Address 817 E Shaw Lane East Lansing, MI 48825 United States Contact Email E: bscmsu@outlook.com Phone Number P: 7344894954",bscmsu@outlook.com,bscmsu@outlook.com,7344894954,,,,"{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": ""https://www.linkedin.com/groups/10035137/"", ""website"": ""https://bscmsu.wixsite.com/bscmsu""}",https://bscmsu.wixsite.com/bscmsu,,,,https://www.linkedin.com/groups/10035137/
bd0d139a-1fa1-46d9-ba1c-f4f63a14c081,Elliot Spoon Business and Securities Law Institute,bsli,https://msu.campuslabs.com/engage/organization/bsli,"The purpose of the Business and Securities Law Institute shall be the following: To promote awareness of and appreciation for business law including but not limited to: enterprise structure, finance, securities, mergers and acquisitions, antitrust, and related topics; To actively promote and aid students’ pursuit of a career in business law; and To promote general awareness of laws affecting business and their effects on BSLI. Contact Information Address 648 N Shaw Ln East Lansing, MI 48824 United States Contact Email E: meyertr2@msu.edu",meyertr2@msu.edu,meyertr2@msu.edu,,,,,"{""instagram"": ""https://www.instagram.com/msu.bsli/"", ""facebook"": null, ""twitter"": null, ""linkedin"": ""https://www.linkedin.com/company/business-and-securities-law-insititute-at-michigna-state-univeristy/?viewAsMember=true"", ""website"": ""https://msu.campuslabs.com/engage/organization/bsli/contact""}",https://msu.campuslabs.com/engage/organization/bsli/contact,https://www.instagram.com/msu.bsli/,,,https://www.linkedin.com/company/business-and-securities-law-insititute-at-michigna-state-univeristy/?viewAsMember=true
e8bb745c-f0cc-484a-80fa-3a1175eda917,Big Sister Little Sister Mentoring Program,bsls,https://msu.campuslabs.com/engage/organization/bsls,"Big Sister Little Sister is a mentoring program that promotes life skills, self-esteem, trust, and social appropriateness. We strive to make a positive and lasting impact on school campuses, in communities, and in the lives of women and youth. Contact Information Address East Lansing, MI United States Contact Email E: msu@bigsisterlittlesister.org Phone Number P: 3136702939",msu@bigsisterlittlesister.org,msu@bigsisterlittlesister.org,3136702939,,,,"{""instagram"": ""https://www.instagram.com/msu_bsls/"", ""facebook"": ""https://www.facebook.com/BSLSatMSU"", ""twitter"": ""https://twitter.com/@msubsls"", ""linkedin"": null, ""website"": ""https://www.bigsisterlittlesister.org""}",https://www.bigsisterlittlesister.org,https://www.instagram.com/msu_bsls/,https://www.facebook.com/BSLSatMSU,https://twitter.com/@msubsls,
86f1ec5e-f0d6-4208-9843-257c74b7b631,Bug Club MSU,bugclub,https://msu.campuslabs.com/engage/organization/bugclub,"We are MSU's only RSO dedicated to appreciating the most abundant group of animals on earth. Insects, spiders, millipedes, scorpions, and others are hated and feared by so many. At Bug Club we help our members learn to appreciate insects and their close relatives through hands-on activities. We handle bugs, do activities like eating bugs, bug bingo, painting with bugs, bug pictionary, and learn about bugs in pop culture, how to take care of pet bugs, and careers in entomology. Our meetings are fun for everyone regardless of knowledge/experience level. Our members create a safe and kind atmosphere encouraging self expression. This is the nature of our organization as we attract those who are capable of looking past irrational fears of bugs which are normalized by our society to see the beauty and value in these misunderstood creatures. Most metings occur at the MSU Bug House where members are surrounded by live and preserved exotic insects and relatives. Our activities provide a way to relax, learn, be creative, and socialize with other kind hearted students at your own pace. Bug Club has no commitments, dues, or obligations. Members attend meetings with activities they find interesting and are expected to be respectful of our live insects and other members. To get more information about the club follow us on Instagram and Twitter (@ BugClubMSU) and join our Discord . Bug out! :) Contact Information Address 288 Farm Ln East Lansing, MI 48824 United States Contact Email E: bugclubmsu@gmail.com Phone Number P: 517-353-7191",bugclubmsu@gmail.com,bugclubmsu@gmail.com,517-353-7191,,,,"{""instagram"": ""https://www.instagram.com/bugclubmsu/"", ""facebook"": null, ""twitter"": ""https://twitter.com/bugclubmsu"", ""linkedin"": null, ""website"": ""https://www.canr.msu.edu/bughouse/""}",https://www.canr.msu.edu/bughouse/,https://www.instagram.com/bugclubmsu/,,https://twitter.com/bugclubmsu,
2c1803d1-63a4-46a1-8e82-ce16e593f72b,buildOn Michigan State,buildon,https://msu.campuslabs.com/engage/organization/buildon,"buildOn is an international non profit organization and its goal as an organization is to break the cycle of poverty, illiteracy, and low expectations through service and education. Our goal is to raise funds to donate, travel, and assist in building schools in underserved countries and empower students in the Lansing community to become leaders through education services and mentorship programs Our team at Michigan State University is a registered student organization (RSO) committed to furthering this mission by fundraising and advocating for global education initiatives. We are an independent student-led organization and not officially affiliated with Michigan State University. Our fundraising efforts directly support buildOn's initiatives, and we appreciate your support in making a difference! Contact Information Address East Lansing, MI 48823 United States Contact Email E: kimracha@msu.edu Phone Number P: 2482387943",kimracha@msu.edu,kimracha@msu.edu,2482387943,,,,"{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://act.buildon.org/michiganstate""}",https://act.buildon.org/michiganstate,,,,
c5391cbf-ddde-45f8-bc93-b8209bbb3850,Black Undergraduate Law Association,bula,https://msu.campuslabs.com/engage/organization/bula,"The purpose of this organization is to empower students of African heritage interested in the field of law through promoting educational, professional and political excellence. This organization hopes to uplift its constituents by providing them with resources, networking connections and a sense of community within a predominantly white institution. Contact Information Address Contact Email E: bulamsu@gmail.com",bulamsu@gmail.com,bulamsu@gmail.com,,,,,"{""instagram"": ""https://msu.campuslabs.comwww.instagram.com/_bulamsu"", ""facebook"": null, ""twitter"": ""https://twitter.com/@_bulamsu"", ""linkedin"": ""https://msu.campuslabs.comwww.linkedin.com/company/black-undergraduate-law-association-at-michigan-state-university"", ""website"": ""https://bulamsu.wixsite.com/home""}",https://bulamsu.wixsite.com/home,https://msu.campuslabs.comwww.instagram.com/_bulamsu,,https://twitter.com/@_bulamsu,https://msu.campuslabs.comwww.linkedin.com/company/black-undergraduate-law-association-at-michigan-state-university
33e92018-d660-4890-b910-b1f2f9c6c17b,Business & Law Association,businessandlaw,https://msu.campuslabs.com/engage/organization/businessandlaw,"The Michigan State University Business & Law Association is an organization that brings together students with an interest in business and law at Michigan State University. The association serves as a platform for networking, professional development, and academic enrichment for its members. The association aims to foster a strong community among students interested in business and law by organizing various events, workshops, and speaker series throughout the academic year. These events often feature professionals from the business and legal industries who provide insights, advice, and share their experiences with the members. Contact Information Address 632 Bogue St N520 East Lansing, MI 48824 United States Contact Email E: sbl@broad.msu.edu",sbl@broad.msu.edu,sbl@broad.msu.edu,,,,,"{""instagram"": ""https://www.instagram.com/msu_bla/"", ""facebook"": null, ""twitter"": null, ""linkedin"": ""https://www.linkedin.com/company/msu-business-law-association"", ""website"": ""https://broad.campusgroups.com/jdmba/""}",https://broad.campusgroups.com/jdmba/,https://www.instagram.com/msu_bla/,,,https://www.linkedin.com/company/msu-business-law-association
f6c0a362-403f-4f4d-bde9-12f2b685c8a6,Broad Women MBA Association,bwmbaa,https://msu.campuslabs.com/engage/organization/bwmbaa,"The Broad Women MBA Association (BWMBAA) strives to enhance the MBA experience by providing students opportunities to build personal and professional relationships beyond the classroom. Goals of the BWMBAA include: Promote camaraderie among members through fun and informative events throughout the year Provide professional enrichment opportunities that help members develop the skills needed to compete in the marketplace Welcome incoming students with advice, information and assistance to help them excel at Broad Continue the Broad tradition of community service by volunteering with organizations that support women in our community Contact Information Address Contact Email E: paganoka@msu.edu",paganoka@msu.edu,paganoka@msu.edu,,,,,"{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://broad.msu.edu/masters/mba/diversity/women/""}",https://broad.msu.edu/masters/mba/diversity/women/,,,,
d25b4713-5cbc-4342-9117-8f3c7cb3426a,Bhakti Yoga Club,byc,https://msu.campuslabs.com/engage/organization/byc,,,,,,,,"{""instagram"": ""https://www.instagram.com/msu_bhaktiyoga/"", ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://msu.campuslabs.com/engage/organization/byc/contact""}",https://msu.campuslabs.com/engage/organization/byc/contact,https://www.instagram.com/msu_bhaktiyoga/,,,
1779b408-b9c7-48ca-a159-416e2911bf03,College Advocates for Food Allergy Awareness & Education,cafae,https://msu.campuslabs.com/engage/organization/cafae,,,,,,,,"{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://msu.campuslabs.com/engage/organization/cafae/contact""}",https://msu.campuslabs.com/engage/organization/cafae/contact,,,,
409106da-2d61-452e-86ce-88727f84e9e7,Campus Compass,campuscompass,https://msu.campuslabs.com/engage/organization/campuscompass,,,,,,,,"{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://msu.campuslabs.com/engage/organization/campuscompass/contact""}",https://msu.campuslabs.com/engage/organization/campuscompass/contact,,,,
9ea0cdb3-15ef-4ab8-936f-a0dc16e18d77,Campus Edge Fellowship,campusedge,https://msu.campuslabs.com/engage/organization/campusedge,"Campus Edge is a Christian organization that provides support, solidarity, and fellowship to the graduate students and the professional academic community of Michigan State University. In the spirit of intellectual inquiry, we seek to address deep questions about spirituality in a discussion-based context and value hearing from a wide variety of perspectives. Contact Information Address 1518 River Terrace East Lansing, MI 48823 Contact Email E: info@campusedgemsu.com Phone Number P: 6162837563",info@campusedgemsu.com,info@campusedgemsu.com,6162837563,,,,"{""instagram"": ""https://www.instagram.com/campusedgemsu/"", ""facebook"": ""https://www.facebook.com/campus.edge.71"", ""twitter"": null, ""linkedin"": null, ""website"": ""http://www.campusedgemsu.com""}",http://www.campusedgemsu.com,https://www.instagram.com/campusedgemsu/,https://www.facebook.com/campus.edge.71,,
205b2daa-c2bb-430e-b5ab-95608916aa31,COM Chaldean American Medical Student Association,camsa,https://msu.campuslabs.com/engage/organization/camsa,"The Chaldean community is a very tight knit community in the greater Detroit area. Before establishing roots in the US, we were an ethnic group living in northern Iraq, forced to flee from religious and political persecution. Through CAMSA, we hope to help advance our people’s education through academic, spiritual, and emotional support. We also aim for community outreach in our underserved populations. Some of our activities include meeting with Chaldean medical professionals, working with college and high school students interested in medicine, volunteering in the community, providing guidance to first year students, and most importantly, supporting each other. Contact Information Address Contact Email E: com.camsa@gmail.com",com.camsa@gmail.com,com.camsa@gmail.com,,,,,"{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://msu.campuslabs.com/engage/organization/camsa/contact""}",https://msu.campuslabs.com/engage/organization/camsa/contact,,,,
601f1d3d-95e0-4222-800e-e38877265837,College of Agriculture and Natural Resources Student Senate,canrss,https://msu.campuslabs.com/engage/organization/canrss,"The goal of the Student Senate of the College of Agriculture and Natural Resources (CANR) is to provide the opportunity for CANR undergraduates to become actively involved in their education through activities, community service, and decision-making processes that enhance academics and professionalism for each member club and organization in Agriculture and Natural Resources. Contact Information Address 446 West Circle Drive, room #121 Office of Academic and Student Affairs College of Agriculture and Natural Resources Michigan State University East Lansing , MI 48824 United States Contact Email E: loewcall@msu.edu Phone Number P: 517-355-0234",loewcall@msu.edu,loewcall@msu.edu,517-355-0234,,,,"{""instagram"": ""https://www.instagram.com/msucanr.ss/"", ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://msu.campuslabs.com/engage/organization/canrss/contact""}",https://msu.campuslabs.com/engage/organization/canrss/contact,https://www.instagram.com/msucanr.ss/,,,
1eaf5087-c4fe-4aee-a69a-75dc2cb4a253,Canterbury MSU,canterburymsu,https://msu.campuslabs.com/engage/organization/canterburymsu,"Canterbury MSU is a Christian community that is intentionally anti-racist, LGBTQ+ affirming, caring for creation, doubting, believe, serving, and praying. You can find us at 225 M.A.C. where we meet in Thursday's at 6:30 pm for food, friends, worship, discussion, and community! Contact Information Address 225 M.A.C. East Lansing, MI 48823 US Contact Email E: canterburymsuspartans@gmail.com Phone Number P: 2698063489",canterburymsuspartans@gmail.com,canterburymsuspartans@gmail.com,2698063489,,,,"{""instagram"": ""https://www.instagram.com/canterburymsu/"", ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""http://www.canterburyspartans.org/""}",http://www.canterburyspartans.org/,https://www.instagram.com/canterburymsu/,,,
1759e8d0-f19f-45da-8610-e5743b8fef73,Capital Green A Cappella,capitalgreen,https://msu.campuslabs.com/engage/organization/capitalgreen,"Capital Green is the oldest competitive all-gender a cappella group at Michigan State University. Over the past year, they have performed at various venues both competitively and recreationally. Most notably, CG returned to the ICCA, the International Championship of Collegiate A Cappella. In 2024, they placed first in quarterfinals and semifinals and became the only group from Michigan State to ever advance to the ICCA finals in New York City. Aside from competing in the ICCA every year, Capital Green enjoys singing at the annual MSU Accapalooza concert, going on retreat each fall, and participating in many other events and traditions on and off campus. Most importantly, Capital Green is a tight-knit chosen family that enjoys making memories and spending time with each other. Contact Information Address 910 Abbot Rd, Apt 103 East Lansing, MI 48823 United States Contact Email E: capitalgreen@gmail.com Phone Number P: 6162505833",capitalgreen@gmail.com,capitalgreen@gmail.com,6162505833,,,,"{""instagram"": ""https://www.instagram.com/msucapitalgreen/"", ""facebook"": ""https://www.facebook.com/msucapitalgreen"", ""twitter"": ""https://twitter.com/MSUCapGreen"", ""linkedin"": null, ""website"": ""http://www.msucapitalgreen.com""}",http://www.msucapitalgreen.com,https://www.instagram.com/msucapitalgreen/,https://www.facebook.com/msucapitalgreen,https://twitter.com/MSUCapGreen,
500e6ecd-7fad-4961-87e6-7524faf3fd7d,CHM Cardiology Student Interest Group (CSIG),cardiology-interest-group,https://msu.campuslabs.com/engage/organization/cardiology-interest-group,"The Cardiology Student Interest Group (CSIG) is dedicated to fostering a community of medical students who are interested in the realms of cardiology as a science and as a clinical field. We achieve a united community by providing opportunities to explore cardiology outside of the classroom, connecting students to practicing cardiologists to help them progress their academic portfolios, and providing service to the community at large. Contact Information Address 15 Michigan St NE Grand Rapids, MI 49503-2508 United States of America Contact Email E: hoenketh@msu.edu",hoenketh@msu.edu,hoenketh@msu.edu,49503-2508,,,,"{""instagram"": ""https://msu.campuslabs.comwww.instagram.com/csigchm"", ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://msu.campuslabs.com/engage/organization/cardiology-interest-group/contact""}",https://msu.campuslabs.com/engage/organization/cardiology-interest-group/contact,https://msu.campuslabs.comwww.instagram.com/csigchm,,,
bfcf4621-f7e6-4234-a6f2-5065b480c9d7,Care4Kids,care4kids,https://msu.campuslabs.com/engage/organization/care4kids,"The purpose of this organization arises from the desire to create a platform that fosters learning, collaboration, and advocacy in the field of pediatric medicine. Specifically, this club aims to bring together students interested in supporting kids who have weakened immune systems and to address the unique healthcare needs of these children and promote their well-being. We would like to advance the knowledge, skill set, and advocacy efforts about immunodeficiency children through collaboration and community engagement to make a positive and beneficial impact on the health of children in our community. The club will seek to provide educational opportunities, resources, and platforms for members to expand their knowledge and understanding of the healthcare needs these children require. This includes organizing workshops and seminars on various pediatric topics, but mainly in regards to children who live with this adversity. Through this we hope that our organization inspires and empowers individuals' passion about pediatrics, specifically kids with weakened immune systems, to provide high-quality health care. Contact Information Address Contact Email E: vudathua@msu.edu",vudathua@msu.edu,vudathua@msu.edu,,,,,"{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://linktr.ee/msucare4kids""}",https://linktr.ee/msucare4kids,,,,
f531b167-1d91-407b-a557-b8c4acbeac08,Career Services Network,careerservices,https://msu.campuslabs.com/engage/organization/careerservices,"Whether you are interested in selecting the right major, exploring career fields and industries, looking for a part-time job or internship, preparing for an interview, or networking with alumni and employers, our team at Career Services Network is here to support you. Contact Information Address Contact Email E: careerservices@csp.msu.edu",careerservices@csp.msu.edu,careerservices@csp.msu.edu,,,,,"{""instagram"": ""https://www.instagram.com/msu_careerservices/"", ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://careernetwork.msu.edu/""}",https://careernetwork.msu.edu/,https://www.instagram.com/msu_careerservices/,,,
41eaad81-e867-4a32-a6b1-bdb8a66c256a,Chaldean American Student Association,casa,https://msu.campuslabs.com/engage/organization/casa,"The Chaldean American Student Association at Michigan State University is dedicated to celebrating, preserving, and promoting Chaldean culture, heritage, and traditions. Our organization provides a welcoming community for Chaldean students and anyone interested in learning about our rich history. Through cultural events, networking opportunities, volunteer initiatives, and social gatherings, we aim to foster a sense of unity, pride, and leadership among our members. CASA is committed to creating a positive environment where students can connect, grow, and make an impact both on campus and beyond. We hope MSU will be your home away from home and we hope to support you in all your adventures. All students are welcome — join us in building lifelong friendships and celebrating Chaldean identity at MSU! Contact Information Address Contact Email E: casa@msu.edu",casa@msu.edu,casa@msu.edu,,,,,"{""instagram"": ""https://www.instagram.com/invites/contact/?i=dcirtryywvxf&utm_content=h9e4r0"", ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://msu.campuslabs.com/engage/organization/casa/contact""}",https://msu.campuslabs.com/engage/organization/casa/contact,https://www.instagram.com/invites/contact/?i=dcirtryywvxf&utm_content=h9e4r0,,,
849c4b94-0ee6-4440-99a0-f583b6b5990e,Center for Community Engaged Learning,ccel,https://msu.campuslabs.com/engage/organization/ccel,"In partnership with campus and community, the Center for Community Engaged Learning advances community engaged learning at Michigan State University and prepares students for lifelong civic and social responsibility. Contact Information Address 556 East Circle Drive, Suite 101 East Lansing, MI 48824 Contact Email E: communityengagedlearning@vps.msu.edu Phone Number P: 517-353-4400",communityengagedlearning@vps.msu.edu,communityengagedlearning@vps.msu.edu,517-353-4400,,,United Way Volunteer Fair,"{""instagram"": ""https://www.instagram.com/ccel_at_msu/"", ""facebook"": ""https://www.facebook.com/MSUServiceLearning"", ""twitter"": null, ""linkedin"": ""https://www.linkedin.com/company/99103862/"", ""website"": ""http://communityengagedlearning.msu.edu""}",http://communityengagedlearning.msu.edu,https://www.instagram.com/ccel_at_msu/,https://www.facebook.com/MSUServiceLearning,,https://www.linkedin.com/company/99103862/
36d3ae49-970e-4ac8-9361-e1cb2f3dede2,Creative Collaboration with Incarcerated Youth,cciy,https://msu.campuslabs.com/engage/organization/cciy,"The CCIY provides opportunities for local incarcerated or justice-involved youth to learn new skills, develop new talents, and express thoughts and ideas in creative and therapeutic ways. The educational and arts programming also aims to build relationships between the youth and MSU students and to promote social justice. The CCIY believes that the arts can be a powerful tool for personal growth and social change. Contact Information Address Contact Email E: dixonlil@msu.edu",dixonlil@msu.edu,dixonlil@msu.edu,,,,,"{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://msu.campuslabs.com/engage/organization/cciy/contact""}",https://msu.campuslabs.com/engage/organization/cciy/contact,,,,
3c860f6a-9967-48b2-abd6-a09ced13178c,"Citizens’ Climate Lobby, Michigan State University Chapter",cclatmsu,https://msu.campuslabs.com/engage/organization/cclatmsu,"""Citizens’ Climate Lobby (CCL) is a nonprofit, nonpartisan, grassroots advocacy climate change organization focused on national policies to address the national and global climate crisis."" -citizensclimatelobby.org/about-ccl/ We have four climate solutions that are the center of our work: price on carbon, healthy forests, building electrification and efficiency, and clean energy permitting reform. We use these principles in our work towards a greener future at all levels of government! We will primarily work with the Carbon Fee and Dividend Movement, which is a student-led movement founded at the College of William & Mary advocating for a price on carbon coupled with monthly direct deposits from this tax sent back to Americans! We will also set up text and phone banks and connect with CCL National for their biannual lobbying events. While CCL and its goals are already well-established, we are open to hearing what you would like to see this chapter do! We know there is much work to be done within the university and are open to partnering with other orgs at MSU to accomplish climate goals at all levels! Contact Information Address East Lansing, MI 48823 United States Contact Email E: westco23@msu.edu Phone Number P: 773-982-1632",westco23@msu.edu,westco23@msu.edu,773-982-1632,,,,"{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://msu.campuslabs.com/engage/organization/cclatmsu/contact""}",https://msu.campuslabs.com/engage/organization/cclatmsu/contact,,,,
